filename,name_id,student_name,racial_group,gender_identity,pronouns,major,quant_level,volunteer_level,rigor_level,ec_level,replication,File name,Drive link,Total words,standout count,ability count,grindstone count,communal count,agentic count,competitive count,standout matched words,ability matched words,grindstone matched words,communal matched words,agentic matched words,competitive matched words
resume_01_CS_LHLH.txt,1,Elizabeth Anderson,White,Female,she/her,CS,low,high,low,high,1,resume_01_CS_LHLH.docx,,311,3,2,1,6,5,2,"best (1), most (1), strongest (1)",ability (2),organized (1),"enthusiasm (1), helping (1), service (1), talk (1), team (2)","accomplishment (1), confident (1), leader (1), recognition (1), sharply (1)","enthusiasm (1), persistence (1)"
resume_01_CS_LHLL.txt,1,Elizabeth Anderson,White,Female,she/her,CS,low,high,low,low,1,resume_01_CS_LHLL.docx,,309,2,1,2,8,6,2,"most (1), strongest (1)",ability (1),"dependable (1), responsibility (1)","generosity (1), kind (2), pleasure (1), service (3), warm (1)","confident (1), determination (1), initiative (2), leadership (1), recognition (1)","motivated (1), strong (1)"
resume_01_CS_LLHH.txt,1,Elizabeth Anderson,White,Female,she/her,CS,low,low,high,high,1,resume_01_CS_LLHH.docx,,313,5,1,0,7,8,4,"best (1), most (3), strongest (1)",capable (1),,"contribute (1), enthusiasm (1), kind (1), learn (1), passionate (1), team (2)","capable (1), completion (1), earning (1), initiative (1), leadership (1), recognition (1), resolving (1), self-directed (1)","enthusiasm (1), motivated (1), passionate (1), persistence (1)"
resume_01_CS_LLHL.txt,1,Elizabeth Anderson,White,Female,she/her,CS,low,low,high,low,1,resume_01_CS_LLHL.docx,,306,3,2,0,5,12,2,"most (2), strongest (1)","ability (1), capacity (1)",,"enthusiasm (1), generosity (1), pleasure (1), quiet (1), supportive (1)","confident (1), determination (1), difficult (1), earned (1), easy (1), fluency (1), practical (1), recognition (2), succeed (1), willingness (2)","enthusiasm (1), persistence (1)"
resume_01_CS_LLLH.txt,1,Elizabeth Anderson,White,Female,she/her,CS,low,low,low,high,1,resume_01_CS_LLLH.docx,,307,2,3,1,5,11,1,"best (1), most (1)","ability (2), capable (1)",organized (1),"collaborative (1), enthusiasm (1), group (1), learn (1), team (1)","accomplishment (1), capable (1), confident (1), determined (1), fluency (1), initiative (1), leader (2), practice (1), self-directed (1), thinking (1)",enthusiasm (1)
resume_01_CS_LLLL.txt,1,Elizabeth Anderson,White,Female,she/her,CS,low,low,low,low,1,resume_01_CS_LLLL.docx,,307,2,1,0,5,9,1,"best (1), most (1)",instinct (1),,"generous (1), group (1), kind (1), pleasure (1), quiet (1)","confident (1), determined (1), earn (1), earning (1), logic (1), practical (1), self-motivated (1), struggling (1), willingness (1)",self-motivated (1)
resume_01_English_HHHH.txt,1,Elizabeth Anderson,White,Female,she/her,English,high,high,high,high,1,resume_01_English_HHHH.docx,,299,3,4,2,7,2,6,"exceptional (1), most (1), remarkable (1)","creative (3), gifted (1)","dedication (1), organized (1)","enthusiasm (1), generosity (1), kind (1), quiet (1), service (1), shared (1), team (1)","leader (1), self-published (1)","dedication (1), enthusiasm (1), excellence (1), intellectual (1), publication (1), top (1)"
resume_01_English_HHHL.txt,1,Elizabeth Anderson,White,Female,she/her,English,high,high,high,low,1,resume_01_English_HHHL.docx,,303,5,2,1,5,8,3,"exceptional (1), highest (1), most (3)","capable (1), gift (1)",reliable (1),"compassion (1), enthusiasm (1), generous (1), service (2)","capable (1), confident (1), earned (1), initiative (2), leadership (1), recognition (2)","enthusiasm (1), persistently (1), top (1)"
resume_01_English_HHLH.txt,1,Elizabeth Anderson,White,Female,she/her,English,high,high,low,high,1,resume_01_English_HHLH.docx,,308,4,4,3,8,7,5,"exceptional (1), highest (1), most (2)","creative (3), gifted (1)","careful (1), organize (1), organized (1)","enthusiasm (1), generously (1), love (1), pleasure (1), service (2), team (2)","ambition (1), initiative (1), leadership (1), mastering (1), self-directed (1), self-publish (1), sharp (1)","enthusiasm (1), excellence (1), intellectual (1), publication (1), top (1)"
resume_01_English_HHLL.txt,1,Elizabeth Anderson,White,Female,she/her,English,high,high,low,low,1,resume_01_English_HHLL.docx,,303,3,3,3,7,8,4,"highest (1), most (2)","analytical (1), capable (1), creative (1)","conscientious (1), organizational (1), trust (1)","contribute (1), integrity (1), love (1), pleasure (1), quiet (1), service (1), trust (1)","capable (1), confident (1), earned (1), initiative (1), leadership (2), recognition (1), sharpness (1)","excellence (1), strong (2), top (1)"
resume_01_English_HLHH.txt,1,Elizabeth Anderson,White,Female,she/her,English,high,low,high,high,1,resume_01_English_HLHH.docx,,304,4,3,1,4,6,3,"exceptional (1), highest (1), most (2)","creative (2), talented (1)",organized (1),"enthusiasm (1), generosity (1), share (1), team (1)","earning (1), leader (1), recognition (1), self-published (1), thinking (1), thought (1)","enthusiasm (1), publication (1), top (1)"
resume_01_English_HLHL.txt,1,Elizabeth Anderson,White,Female,she/her,English,high,low,high,low,1,resume_01_English_HLHL.docx,,300,1,1,2,7,2,3,strongest (1),instinct (1),"dependable (1), hardworking (1)","conversation (1), enthusiasm (1), honest (1), kind (2), pleasure (1), quiet (1)","recognition (1), thinks (1)","enthusiasm (1), hardworking (1), top (1)"
resume_01_English_HLLH.txt,1,Elizabeth Anderson,White,Female,she/her,English,high,low,low,high,1,resume_01_English_HLLH.docx,,298,3,4,2,3,6,5,"exceptional (1), highest (1), most (1)","creative (3), gifted (1)","dedicated (1), organized (1)","enthusiasm (1), quiet (1), team (1)","ambition (1), initiative (1), leadership (1), mastering (1), self-published (1), sharp (1)","dedicated (1), enthusiasm (1), intellectual (1), publication (1), top (1)"
resume_01_English_HLLL.txt,1,Elizabeth Anderson,White,Female,she/her,English,high,low,low,low,1,resume_01_English_HLLL.docx,,303,3,3,3,5,5,6,"most (2), remarkable (1)","analytical (1), capable (2)","dedicated (1), disciplined (1), trust (1)","enthusiasm (1), generously (1), honest (1), kind (1), trust (1)","capable (2), confident (1), earnest (1), sharp (1)","dedicated (1), enthusiasm (1), excellence (1), intellectual (1), keen (1), top (1)"
resume_01_English_LHHH.txt,1,Elizabeth Anderson,White,Female,she/her,English,low,high,high,high,1,resume_01_English_LHHH.docx,,300,3,4,1,6,6,3,"exceptional (1), most (2)","ability (1), capable (1), creative (2)",organized (1),"generosity (1), passionate (1), pleasure (1), service (1), shared (1), team (1)","capable (1), earned (1), leader (1), mastering (1), self-published (1), thinking (1)","intellectual (1), passionate (1), publication (1)"
resume_01_English_LHHL.txt,1,Elizabeth Anderson,White,Female,she/her,English,low,high,high,low,1,resume_01_English_LHHL.docx,,302,3,1,2,5,6,3,most (3),instinct (1),"dedication (1), dependable (1)","enthusiasm (1), generous (1), integrity (1), love (1), service (1)","confident (1), determined (1), initiative (1), leadership (1), recognition (1), sharpen (1)","dedication (1), enthusiasm (1), intellectual (1)"
resume_01_English_LHLH.txt,1,Elizabeth Anderson,White,Female,she/her,English,low,high,low,high,1,resume_01_English_LHLH.docx,,310,1,3,1,8,12,3,most (1),"ability (1), creative (2)",organized (1),"communicator (1), enthusiasm (1), fellow (1), passionate (1), pleasure (1), service (1), shared (1), team (1)","accomplishments (1), ambition (1), confident (1), determination (1), initiative (1), leader (1), leadership (1), mastering (1), recognizes (1), self-directed (1), self-published (1), thinking (1)","enthusiasm (1), passionate (1), publication (1)"
resume_01_English_LHLL.txt,1,Elizabeth Anderson,White,Female,she/her,English,low,high,low,low,1,resume_01_English_LHLL.docx,,311,1,2,2,7,9,3,most (1),"capable (1), creative (1)","dedication (1), responsibility (1)","enthusiasm (1), kind (1), love (1), pleasure (1), service (2), supportive (1)","capable (1), confident (1), earn (1), earned (1), initiative (2), leadership (1), risks (1), willingness (1)","dedication (1), enthusiasm (1), strong (1)"
resume_01_English_LLHH.txt,1,Elizabeth Anderson,White,Female,she/her,English,low,low,high,high,1,resume_01_English_LLHH.docx,,307,3,4,3,7,9,6,"highest (1), most (2)","analytical (1), creative (1), creatively (1), gifted (1)","dedication (1), hardworking (1), organized (1)","collaborator (1), enthusiasm (1), generosity (1), love (1), passionate (1), share (1), team (1)","accomplishments (1), confident (1), earning (1), initiative (2), rewards (1), self-published (1), thinking (1), willingness (1)","dedication (1), enthusiasm (1), hardworking (1), intellectual (1), passionate (1), publication (1)"
resume_01_English_LLHL.txt,1,Elizabeth Anderson,White,Female,she/her,English,low,low,high,low,1,resume_01_English_LLHL.docx,,315,1,2,2,6,8,5,greatest (1),"creative (1), instinct (1)","dedicated (1), dedication (1)","enthusiasm (1), generous (1), kind (1), love (1), pleasure (1), supportive (1)","confident (1), earned (1), earnest (1), endeavor (1), recognition (1), think (1), willingness (2)","dedicated (1), dedication (1), enthusiasm (1), excellence (1), strong (1)"
resume_01_English_LLLH.txt,1,Elizabeth Anderson,White,Female,she/her,English,low,low,low,high,1,resume_01_English_LLLH.docx,,312,2,3,1,11,8,6,"highest (1), most (1)","creative (2), creatively (1)",organized (1),"collaborator (1), enthusiasm (1), fellow (1), generosity (1), kinds (1), passion (1), passionate (2), pleasure (1), shared (1), team (1)","confident (1), initiative (1), leader (2), recognition (1), self-published (1), sharp (1), think (1)","enthusiasm (1), excellence (1), passion (1), passionate (2), publication (1)"
resume_01_English_LLLL.txt,1,Elizabeth Anderson,White,Female,she/her,English,low,low,low,low,1,resume_01_English_LLLL.docx,,310,2,1,2,5,8,1,most (2),instinct (1),"dedicated (1), reliable (1)","group (1), kindness (1), love (1), pleasure (1), quiet (1)","confident (2), recognition (2), should (1), think (1), willingness (2)",dedicated (1)
resume_02_CS_HHHH.txt,2,Gregory Baker,White,Male,he/him,CS,high,high,high,high,1,resume_02_CS_HHHH.docx,,301,3,3,1,7,3,3,"exceptional (1), highest (1), most (1)","ability (2), talented (1)",disciplined (1),"collaborative (1), contribute (1), enthusiasm (1), generosity (1), group (1), service (1), team (1)","initiative (1), leadership (1), sharp (1)","enthusiasm (1), persistence (1), top (1)"
resume_02_CS_HHHL.txt,2,Gregory Baker,White,Male,he/him,CS,high,high,high,low,1,resume_02_CS_HHHL.docx,,305,3,2,3,5,5,5,"highest (1), most (1), remarkable (1)","ability (1), gifted (1)","hardworking (1), organization (1), responsibility (1)","compassion (1), enthusiasm (1), pleasure (1), service (2)","completion (1), earning (1), initiative (2), willingness (1)","enthusiasm (1), excellence (1), hardworking (1), intellectual (1), top (1)"
resume_02_CS_HHLH.txt,2,Gregory Baker,White,Male,he/him,CS,high,high,low,high,1,resume_02_CS_HHLH.docx,,300,3,2,1,6,5,3,"most (1), standout (1), strongest (1)","ability (1), capable (1)",responsibility (1),"enthusiasm (1), integrity (1), kind (1), service (1), team (2)","capable (1), fluency (1), initiative (1), leadership (1), self-directed (1)","enthusiasm (1), persistence (1), top (1)"
resume_02_CS_HHLL.txt,2,Gregory Baker,White,Male,he/him,CS,high,high,low,low,1,resume_02_CS_HHLL.docx,,305,5,1,3,3,8,2,"highest (1), most (2), strongest (1), superb (1)",capable (1),"conscientious (1), reliable (1), responsibility (1)","enthusiasm (1), integrity (1), service (1)","capable (1), confident (1), earning (1), initiative (1), leadership (1), sharp (1), struggling (1), willingness (1)","enthusiasm (1), top (1)"
resume_02_CS_HLHH.txt,2,Gregory Baker,White,Male,he/him,CS,high,low,high,high,1,resume_02_CS_HLHH.docx,,303,3,2,1,7,7,5,"highest (1), most (2)","ability (1), capable (1)",organized (1),"collaborator (1), contribute (1), enthusiasm (1), generosity (1), group (1), kind (1), team (1)","capable (1), fluency (1), leadership (2), recognition (1), self-motivated (1), thinking (1)","enthusiasm (1), intellectual (1), persistence (1), self-motivated (1), top (1)"
resume_02_CS_HLHL.txt,2,Gregory Baker,White,Male,he/him,CS,high,low,high,low,1,resume_02_CS_HLHL.docx,,303,4,2,1,3,7,2,"exceptional (1), highest (1), most (2)","analytical (1), capable (1)",dependable (1),"group (1), kind (1), pleasure (1)","capable (1), confident (1), eager (1), earned (1), initiative (1), logic (1), recognition (1)","excellence (1), top (1)"
resume_02_CS_HLLH.txt,2,Gregory Baker,White,Male,he/him,CS,high,low,low,high,1,resume_02_CS_HLLH.docx,,308,5,4,0,6,10,6,"most (3), remarkable (1), strongest (1)","ability (1), analytical (1), capable (1), creative (1)",,"collaborate (1), enthusiasm (1), generous (1), kind (1), team (2)","capable (1), competitive (1), confident (1), initiative (1), leadership (3), self-motivated (1), sharpen (1), willingness (1)","competitive (1), enthusiasm (1), excellence (1), intellectual (1), self-motivated (1), top (1)"
resume_02_CS_HLLL.txt,2,Gregory Baker,White,Male,he/him,CS,high,low,low,low,1,resume_02_CS_HLLL.docx,,300,2,4,0,5,6,3,"most (1), strongest (1)","ability (1), analytical (1), capable (1), instinct (1)",,"collaborates (1), contribute (1), enthusiasm (1), kind (1), pleasure (1)","capable (1), confident (1), earning (1), practical (1), self-motivation (1), willingness (1)","enthusiasm (1), intellectual (1), top (1)"
resume_02_CS_LHHH.txt,2,Gregory Baker,White,Male,he/him,CS,low,high,high,high,1,resume_02_CS_LHHH.docx,,301,3,2,0,4,7,2,"highest (1), most (1), remarkable (1)",ability (2),,"enthusiasm (1), service (1), team (2)","ambition (1), confident (1), earning (1), fluent (1), leader (1), leadership (1), recognition (1)","enthusiasm (1), intellectual (1)"
resume_02_CS_LHHL.txt,2,Gregory Baker,White,Male,he/him,CS,low,high,high,low,1,resume_02_CS_LHHL.docx,,308,3,1,2,3,8,1,most (3),ability (1),"conscientious (1), hardworking (1)","pleasure (1), service (2)","determination (1), eager (1), earned (1), initiative (1), leadership (1), practical (1), recognition (1), willingness (1)",hardworking (1)
resume_02_CS_LHLH.txt,2,Gregory Baker,White,Male,he/him,CS,low,high,low,high,1,resume_02_CS_LHLH.docx,,307,2,1,0,7,5,3,"most (1), strongest (1)",ability (1),,"committed (1), contribute (1), enthusiasm (1), kind (1), service (1), team (2)","determined (1), fluency (1), initiative (1), leadership (1), recognition (1)","committed (1), enthusiasm (1), serious (1)"
resume_02_CS_LHLL.txt,2,Gregory Baker,White,Male,he/him,CS,low,high,low,low,1,resume_02_CS_LHLL.docx,,306,2,0,1,5,11,0,"exceptional (1), most (1)",,trust (1),"generously (1), kind (1), pleasure (1), service (1), trust (1)","completion (1), confident (1), determination (1), earned (2), initiative (1), leadership (1), practice (1), recognition (1), succeed (1), willingness (1)",
resume_02_CS_LLHH.txt,2,Gregory Baker,White,Male,he/him,CS,low,low,high,high,1,resume_02_CS_LLHH.docx,,304,1,2,1,7,11,4,most (1),"ability (1), capable (1)",trust (1),"collaborative (1), enthusiasm (1), group (1), team (3), trust (1)","accomplishment (1), capable (1), competitive (1), confident (1), earning (1), initiative (1), leader (1), practical (1), recognition (1), sharpens (1), thinking (1)","competitive (1), enthusiasm (1), persistence (1), strong (1)"
resume_02_CS_LLHL.txt,2,Gregory Baker,White,Male,he/him,CS,low,low,high,low,1,resume_02_CS_LLHL.docx,,302,1,1,0,3,9,4,best (1),capable (1),,"collaborates (1), enthusiasm (1), pleasure (1)","ambition (1), capable (1), confident (1), determined (1), difficult (1), eagerness (1), independently (1), recognition (1), willingness (1)","enthusiasm (1), independently (1), intellectual (1), persistence (1)"
resume_02_CS_LLLH.txt,2,Gregory Baker,White,Male,he/him,CS,low,low,low,high,1,resume_02_CS_LLLH.docx,,312,3,2,1,12,6,4,"most (2), strongest (1)","ability (1), capable (1)",trust (1),"collaborative (1), contribute (1), enthusiasm (1), generosity (1), group (1), passionate (1), pleasure (1), sharing (1), talk (1), team (2), trust (1)","accomplishment (1), capable (1), confident (1), earning (1), leadership (1), self-direction (1)","enthusiasm (1), motivated (1), passionate (1), persistence (1)"
resume_02_CS_LLLL.txt,2,Gregory Baker,White,Male,he/him,CS,low,low,low,low,1,resume_02_CS_LLLL.docx,,307,0,0,0,7,5,1,,,,"contribute (1), kind (2), kindness (1), passion (1), pleasure (1), supportive (1)","confident (1), determined (1), earning (1), practical (1), willingness (1)",passion (1)
resume_02_English_HHHH.txt,2,Gregory Baker,White,Male,he/him,English,high,high,high,high,1,resume_02_English_HHHH.docx,,307,5,5,2,7,4,4,"exceptional (1), highest (1), most (3)","analytical (1), creative (2), gift (1), talented (1)","disciplined (1), organized (1)","committed (1), contribute (1), enthusiasm (1), generously (1), kind (1), service (1), team (1)","confident (1), mastering (1), self-published (1), thinking (1)","committed (1), enthusiasm (1), publication (1), top (1)"
resume_02_English_HHHL.txt,2,Gregory Baker,White,Male,he/him,English,high,high,high,low,1,resume_02_English_HHHL.docx,,302,4,2,3,6,3,4,"most (3), strongest (1)","ability (1), instinct (1)","careful (1), dedication (1), hardworking (1)","enthusiasm (1), generosity (1), generously (1), integrity (1), love (1), service (1)","initiative (1), recognition (1), willingness (1)","dedication (1), enthusiasm (1), hardworking (1), top (1)"
resume_02_English_HHLH.txt,2,Gregory Baker,White,Male,he/him,English,high,high,low,high,1,resume_02_English_HHLH.docx,,300,3,4,2,7,4,3,"most (2), remarkable (1)","creative (3), gifted (1)","careful (1), organized (1)","generosity (1), kind (1), passion (1), pleasure (1), service (1), sharing (1), team (1)","ambition (1), initiative (1), mastering (1), self-publishing (1)","passion (1), publication (1), top (1)"
resume_02_English_HHLL.txt,2,Gregory Baker,White,Male,he/him,English,high,high,low,low,1,resume_02_English_HHLL.docx,,305,2,0,2,9,5,4,"most (1), remarkable (1)",,"reliable (1), responsibility (1)","compassion (1), enthusiasm (1), generosity (1), kind (1), love (1), pleasure (1), quiet (1), service (2)","determination (1), initiative (1), leadership (1), strives (1), thinker (1)","enthusiasm (1), intellectual (1), outstanding (1), top (1)"
resume_02_English_HLHH.txt,2,Gregory Baker,White,Male,he/him,English,high,low,high,high,1,resume_02_English_HLHH.docx,,304,3,5,2,7,7,6,"highest (1), most (2)","ability (1), creative (2), gifted (1), insight (1)","dedicated (1), organized (1)","communicator (1), enthusiasm (1), generosity (1), group (1), kind (1), share (1), team (1)","confident (1), insight (1), leader (1), mastering (1), recognition (1), self-published (1), thinking (1)","dedicated (1), enthusiasm (1), excellence (1), intellectual (1), publication (1), top (1)"
resume_02_English_HLHL.txt,2,Gregory Baker,White,Male,he/him,English,high,low,high,low,1,resume_02_English_HLHL.docx,,304,3,3,2,5,10,5,"highest (1), most (2)","bright (1), capable (1), instinct (1)","careful (1), diligent (1)","conversation (1), kind (1), love (1), passion (1), pleasure (1)","ambition (1), aptitude (1), capable (1), confident (1), earned (1), earning (1), easy (1), recognition (2), willingness (1)","intellectual (2), passion (1), strong (1), top (1)"
resume_02_English_HLLH.txt,2,Gregory Baker,White,Male,he/him,English,high,low,low,high,1,resume_02_English_HLLH.docx,,303,2,5,2,8,9,6,"highest (1), most (1)","analytical (1), creative (2), gift (1), talented (1)","organizational (1), organized (1)","collaborator (1), contribute (1), enthusiasm (2), generous (1), kind (1), team (1), warm (1)","ambition (1), confident (1), fluency (1), initiative (1), leadership (1), practical (1), self-published (1), sharp (1), thinking (1)","enthusiasm (2), intellectual (1), keen (1), publication (1), top (1)"
resume_02_English_HLLL.txt,2,Gregory Baker,White,Male,he/him,English,high,low,low,low,1,resume_02_English_HLLL.docx,,305,3,2,2,6,6,7,"exceptional (1), most (1), strongest (1)","ability (1), insightful (1)","dedication (1), dependable (1)","kind (1), love (1), passion (1), pleasure (1), quiet (1), service (1)","accomplished (1), aptitude (1), confident (1), determination (1), insightful (1), recognition (1)","dedication (1), intellectual (1), outstanding (1), passion (1), serious (1), strong (1), top (1)"
resume_02_English_LHHH.txt,2,Gregory Baker,White,Male,he/him,English,low,high,high,high,1,resume_02_English_LHHH.docx,,308,2,2,2,9,8,6,most (2),creative (2),"disciplined (1), organized (1)","devotion (2), enthusiasm (1), generously (1), integrity (1), passionate (1), pleasure (1), service (1), team (1)","ambition (1), confident (1), leadership (1), mastering (1), recognized (1), self-directed (1), self-published (1), thinking (1)","devotion (2), enthusiasm (1), motivated (1), passionate (1), publication (1)"
resume_02_English_LHHL.txt,2,Gregory Baker,White,Male,he/him,English,low,high,high,low,1,resume_02_English_LHHL.docx,,308,1,1,1,8,10,1,most (1),ability (1),diligence (1),"compassion (1), enthusiasm (1), honest (1), kind (1), kindness (1), love (1), service (1), sincerity (1)","completion (1), confident (1), determined (1), earned (1), initiative (2), leadership (1), recognition (1), self-directed (1), willingness (1)",enthusiasm (1)
resume_02_English_LHLH.txt,2,Gregory Baker,White,Male,he/him,English,low,high,low,high,1,resume_02_English_LHLH.docx,,307,1,6,3,8,8,4,most (1),"analytical (1), creative (3), creatively (1), insight (1)","dedication (1), organized (2)","communicator (1), enthusiasm (1), generosity (1), passion (1), service (2), sharing (1), team (1)","accomplishment (1), confident (1), initiative (1), insight (1), leader (1), self-publish (1), sharp (1), think (1)","dedication (1), enthusiasm (1), passion (1), publication (1)"
resume_02_English_LHLL.txt,2,Gregory Baker,White,Male,he/him,English,low,high,low,low,1,resume_02_English_LHLL.docx,,307,1,0,5,6,6,4,most (1),,"dedicated (1), dedication (1), dependable (1), hardworking (1), responsibility (1)","compassionate (1), generosity (1), kind (1), love (1), pleasure (1), service (1)","confident (1), earnest (1), initiative (1), leadership (1), recognition (1), willingness (1)","dedicated (1), dedication (1), hardworking (1), motivated (1)"
resume_02_English_LLHH.txt,2,Gregory Baker,White,Male,he/him,English,low,low,high,high,1,resume_02_English_LLHH.docx,,309,3,6,3,9,5,6,most (3),"ability (1), capacity (1), creative (2), creatively (1), gifted (1)","dedicated (1), organized (2)","conversation (1), enthusiasm (2), generously (1), integrity (1), love (1), passion (1), sharing (1), team (1)","confident (1), earning (1), initiative (1), mastering (1), self-publish (1)","dedicated (1), enthusiasm (2), intellectual (1), passion (1), publication (1)"
resume_02_English_LLHL.txt,2,Gregory Baker,White,Male,he/him,English,low,low,high,low,1,resume_02_English_LLHL.docx,,302,0,3,1,6,8,4,,"creative (2), instinct (1)",dedicated (1),"enthusiasm (1), generosity (1), kind (1), love (1), pleasure (1), quiet (1)","confident (1), earnest (1), recognition (1), rewarding (1), rewards (1), risks (1), willingness (2)","dedicated (1), enthusiasm (1), intellectual (1), promising (1)"
resume_02_English_LLLH.txt,2,Gregory Baker,White,Male,he/him,English,low,low,low,high,1,resume_02_English_LLLH.docx,,312,3,2,3,9,11,4,"greatest (1), most (2)",creative (2),"dedication (1), disciplined (1), trust (1)","communicator (1), generosity (1), honest (1), passionate (1), pleasure (1), share (2), team (1), trust (1)","competitive (1), confident (1), earning (1), initiative (2), leadership (1), mastering (1), self-directed (1), self-published (1), thinking (1), willingness (1)","competitive (1), dedication (1), passionate (1), publication (1)"
resume_02_English_LLLL.txt,2,Gregory Baker,White,Male,he/him,English,low,low,low,low,1,resume_02_English_LLLL.docx,,319,3,2,2,9,7,5,"most (2), strongest (1)","capacity (1), insightful (1)","dedicated (1), reliable (1)","committed (1), considerate (1), contribute (1), enthusiasm (1), kind (2), love (1), passion (1), pleasure (1)","confident (1), determination (1), earnest (1), earning (1), insightful (1), recognition (1), think (1)","committed (1), dedicated (1), enthusiasm (1), motivated (1), passion (1)"
resume_03_CS_HHHH.txt,3,Riley Cooper,White,Nonbinary,they/them,CS,high,high,high,high,1,resume_03_CS_HHHH.docx,,302,4,1,1,7,5,4,"exceptional (1), highest (1), most (1), remarkable (1)",ability (1),dedication (1),"enthusiasm (2), generosity (1), group (1), helping (1), service (1), team (1)","difficult (1), initiative (1), leadership (2), recognition (1)","dedication (1), enthusiasm (2), top (1)"
