filename,name_id,student_name,racial_group,gender_identity,pronouns,major,quant_level,volunteer_level,rigor_level,ec_level,replication,File name,Drive link,Total words,standout count,ability count,grindstone count,communal count,agentic count,competitive count,standout matched words,ability matched words,grindstone matched words,communal matched words,agentic matched words,competitive matched words
resume_01_CS_LHLH.txt,1,Elizabeth Anderson,White,Female,she/her,CS,low,high,low,high,1,resume_01_CS_LHLH.docx,,304,3,0,0,10,11,4,"exceptional (1), greatest (1), most (1)",,,"generous (1), group (1), honest (2), loves (1), passion (1), personal (1), service (1), share (1), team (1)","accomplishment (1), ambition (1), independent (1), initiative (1), leader (1), leadership (2), rewards (1), self-directed (1), succeed (1), willingness (1)","engaging (1), independent (1), motivated (1), passion (1)"
resume_01_CS_LHLL.txt,1,Elizabeth Anderson,White,Female,she/her,CS,low,high,low,low,1,resume_01_CS_LHLL.docx,,305,4,1,3,4,6,1,"most (3), remarkable (1)",capable (1),"conscientious (1), dependable (1), trust (1)","contribute (1), empathetic (1), honestly (1), trust (1)","accurate (1), capable (1), initiative (1), leadership (1), purpose (1), recognition (1)",persistence (1)
resume_01_CS_LLHH.txt,1,Elizabeth Anderson,White,Female,she/her,CS,low,low,high,high,1,resume_01_CS_LLHH.docx,,317,5,2,1,7,10,5,"best (1), exceptional (1), most (2), strongest (1)","ability (1), capable (1)",organize (1),"enthusiasm (1), honest (1), learn (1), passionate (1), share (1), team (2)","accomplishment (1), capable (1), earned (1), independent (1), initiative (1), leadership (1), recognition (1), rewards (1), self-motivated (1), self-taught (1)","enthusiasm (1), independent (1), passionate (1), persistence (1), self-motivated (1)"
resume_01_CS_LLHL.txt,1,Elizabeth Anderson,White,Female,she/her,CS,low,low,high,low,1,resume_01_CS_LLHL.docx,,318,0,0,2,4,9,1,,,"diligent (1), trust (1)","appreciate (1), collaborates (1), honest (1), trust (1)","ambition (1), difficulty (1), earned (1), earnest (1), earnestly (1), initiative (1), leadership (1), recognition (1), willingness (1)",top (1)
resume_01_CS_LLLH.txt,1,Elizabeth Anderson,White,Female,she/her,CS,low,low,low,high,1,resume_01_CS_LLLH.docx,,312,1,1,0,5,11,2,most (1),ability (1),,"collaborate (1), honest (1), learn (1), team (2)","ambition (1), aptitude (1), confident (1), independently (1), initiative (2), leadership (1), practical (1), rewards (1), self-motivated (1), willingness (1)","independently (1), self-motivated (1)"
resume_01_CS_LLLL.txt,1,Elizabeth Anderson,White,Female,she/her,CS,low,low,low,low,1,resume_01_CS_LLLL.docx,,314,1,1,1,2,4,3,strongest (1),capacity (1),dependable (1),"honest (1), supportive (1)","completion (1), earning (1), leadership (1), willingness (1)","motivated (1), persistence (1), promising (1)"
resume_01_English_HHHH.txt,1,Elizabeth Anderson,White,Female,she/her,English,high,high,high,high,1,resume_01_English_HHHH.docx,,307,1,5,5,5,9,7,greatest (1),"ability (1), capable (1), creative (1), insightful (1), talented (1)","careful (1), conscientious (1), diligence (1), hardworking (1), reliable (1)","collaborative (1), generosity (1), honest (1), love (1), team (1)","ambitious (1), capable (1), established (1), initiative (1), insightful (1), leadership (1), recognition (1), risks (1), self-published (1)","hardworking (1), intellectual (2), serious (1), strong (2), top (1)"
resume_01_English_HHHL.txt,1,Elizabeth Anderson,White,Female,she/her,English,high,high,high,low,1,resume_01_English_HHHL.docx,,310,1,3,3,5,7,4,most (1),"capable (1), capacity (1), competent (1)","conscientious (1), hardworking (1), organization (1)","generosity (1), kind (1), service (1), share (1), sincerity (1)","capable (1), competent (1), confident (1), earnest (1), initiative (1), leadership (1), recognition (1)","hardworking (1), intellectual (1), strong (1), top (1)"
resume_01_English_HHLH.txt,1,Elizabeth Anderson,White,Female,she/her,English,high,high,low,high,1,resume_01_English_HHLH.docx,,312,1,4,2,5,11,1,strongest (1),"ability (1), capable (1), creative (2)","dedication (1), trust (1)","generosity (1), honest (1), service (1), team (1), trust (1)","accomplishments (1), ambitious (1), capable (1), initiative (1), leadership (2), recognition (1), risks (1), self-directed (1), self-published (1), should (1)",dedication (1)
resume_01_English_HHLL.txt,1,Elizabeth Anderson,White,Female,she/her,English,high,high,low,low,1,resume_01_English_HHLL.docx,,309,1,1,4,8,4,1,most (1),ability (1),"conscientious (1), dependable (1), diligence (1), organizational (1)","compassion (1), contribute (1), honest (1), kind (1), service (2), share (1), supportive (1)","earnest (1), earning (1), initiative (1), leader (1)",top (1)
resume_01_English_HLHH.txt,1,Elizabeth Anderson,White,Female,she/her,English,high,low,high,high,1,resume_01_English_HLHH.docx,,312,1,4,2,3,8,3,most (1),"analytical (1), bright (1), capable (1), creative (1)","diligent (1), organization (1)","contribute (1), honest (1), team (1)","accomplished (1), capable (1), initiative (1), recognition (2), risk (1), self-published (1), think (1)","intellectual (1), strong (1), top (1)"
resume_01_English_HLHL.txt,1,Elizabeth Anderson,White,Female,she/her,English,high,low,high,low,1,resume_01_English_HLHL.docx,,319,0,3,4,2,7,3,,"bright (1), capable (1), creative (1)","careful (1), diligent (1), hardworking (1), reliable (1)","honest (1), supportive (1)","ambitious (1), capable (1), earned (1), leadership (1), recognition (1), risk-taking (1), willingness (1)","hardworking (1), strong (1), top (1)"
resume_01_English_HLLH.txt,1,Elizabeth Anderson,White,Female,she/her,English,high,low,low,high,1,resume_01_English_HLLH.docx,,319,1,4,2,9,5,4,strongest (1),"capacity (1), creative (3)","organized (1), trust (1)","communicator (1), group (1), honest (1), loves (1), passion (1), service (1), share (1), team (1), trust (1)","ambition (1), capability (1), initiative (1), leadership (1), self-published (1)","passion (1), promising (1), publication (1), top (1)"
resume_01_English_HLLL.txt,1,Elizabeth Anderson,White,Female,she/her,English,high,low,low,low,1,resume_01_English_HLLL.docx,,310,0,4,4,3,8,3,,"capable (2), capacity (1), competent (1)","careful (1), diligence (1), reliable (1), trust (1)","honest (1), kindness (1), trust (1)","aptitude (1), capable (2), competent (1), confident (1), earned (1), earnest (1), leadership (1)","strong (2), top (1)"
resume_01_English_LHHH.txt,1,Elizabeth Anderson,White,Female,she/her,English,low,high,high,high,1,resume_01_English_LHHH.docx,,311,2,4,2,10,4,3,most (2),"analytical (1), creative (3)","organizational (1), trust (1)","generosity (1), group (1), honestly (1), kind (2), passion (1), service (1), share (1), team (1), trust (1)","initiative (1), leadership (1), self-published (1), willingness (1)","passion (1), publication (1), strong (1)"
resume_01_English_LHHL.txt,1,Elizabeth Anderson,White,Female,she/her,English,low,high,high,low,1,resume_01_English_LHHL.docx,,319,3,1,4,4,6,2,"exceptional (1), greatest (1), most (1)",capacity (1),"dependability (1), hardworking (1), reliable (1), trust (1)","honest (1), kind (1), service (1), trust (1)","earned (1), earnest (1), initiative (1), recognition (1), willing (2)","hardworking (1), persistent (1)"
resume_01_English_LHLH.txt,1,Elizabeth Anderson,White,Female,she/her,English,low,high,low,high,1,resume_01_English_LHLH.docx,,315,3,3,1,5,6,2,"best (1), most (1), strongest (1)",creative (3),disciplined (1),"collaborative (1), group (1), passion (1), service (1), team (1)","confident (1), initiative (1), leadership (1), recognition (1), self-published (1), willingness (1)","motivated (1), passion (1)"
resume_01_English_LHLL.txt,1,Elizabeth Anderson,White,Female,she/her,English,low,high,low,low,1,resume_01_English_LHLL.docx,,306,2,0,4,4,5,3,most (2),,"dedication (1), diligent (1), responsibility (1), trust (1)","kind (1), service (2), trust (1)","earned (1), initiative (2), willingness (2)","dedication (1), motivated (1), persistence (1)"
resume_01_English_LLHH.txt,1,Elizabeth Anderson,White,Female,she/her,English,low,low,high,high,1,resume_01_English_LLHH.docx,,316,2,4,3,7,6,3,"most (1), strongest (1)","ability (1), creative (3)","organization (1), organized (1), responsibility (1)","communicates (1), enthusiasm (2), honestly (1), love (1), passionate (1), team (1)","earnest (1), initiative (2), self-publish (1), struggled (1), willing (1)","enthusiasm (2), passionate (1)"
resume_01_English_LLHL.txt,1,Elizabeth Anderson,White,Female,she/her,English,low,low,high,low,1,resume_01_English_LLHL.docx,,308,1,2,1,7,6,1,strongest (1),"creative (1), instinct (1)",hardworking (1),"guidance (1), honest (2), love (1), quiet (1), sincerity (1), supportive (1)","difficult (1), earnestly (1), earning (1), leadership (1), practice (1), willingness (1)",hardworking (1)
resume_01_English_LLLH.txt,1,Elizabeth Anderson,White,Female,she/her,English,low,low,low,high,1,resume_01_English_LLLH.docx,,313,2,3,1,4,8,5,"exceptional (1), most (1)",creative (3),responsibility (1),"enthusiasm (1), group (1), passion (1), team (1)","confident (1), independent (1), initiative (1), rewards (1), self-directed (1), self-published (1), should (1), willingness (1)","enthusiasm (1), independent (1), passion (1), persistence (1), publication (1)"
resume_01_English_LLLL.txt,1,Elizabeth Anderson,White,Female,she/her,English,low,low,low,low,1,resume_01_English_LLLL.docx,,305,3,0,2,9,5,1,"exceptional (1), most (1), strongest (1)",,"reliable (1), trust (1)","conversations (1), cooperative (1), enthusiasm (1), honest (1), learner (1), love (1), quiet (1), share (1), trust (1)","earnest (1), earning (1), leadership (1), willingness (2)",enthusiasm (1)
resume_02_CS_HHHH.txt,2,Gregory Baker,White,Male,he/him,CS,high,high,high,high,1,resume_02_CS_HHHH.docx,,306,2,2,1,4,7,4,"exceptional (1), most (1)","bright (1), capable (1)",dedicated (1),"collaborative (2), honest (1), team (1)","capable (1), earned (1), initiative (1), leadership (1), recognition (1), self-aware (1), willingness (1)","dedicated (1), motivated (1), strong (2)"
resume_02_CS_HHHL.txt,2,Gregory Baker,White,Male,he/him,CS,high,high,high,low,1,resume_02_CS_HHHL.docx,,314,1,1,4,3,10,2,most (1),capable (1),"conscientious (1), diligent (1), hardworking (1), reliable (1)","generosity (1), sincerity (1), supportive (1)","ambitious (1), capability (1), capable (1), confident (1), eagerly (1), initiative (1), leadership (2), recognition (1), willing (1)","hardworking (1), top (1)"
resume_02_CS_HHLH.txt,2,Gregory Baker,White,Male,he/him,CS,high,high,low,high,1,resume_02_CS_HHLH.docx,,310,2,3,1,8,7,3,"best (1), most (1)","ability (1), capable (1), talented (1)",trust (1),"honest (1), passion (1), service (2), shared (1), team (2), trust (1)","accomplishments (1), capable (1), initiative (1), leadership (1), practical (1), recognition (1), willingness (1)","motivated (1), passion (1), strong (1)"
resume_02_CS_HHLL.txt,2,Gregory Baker,White,Male,he/him,CS,high,high,low,low,1,resume_02_CS_HHLL.docx,,300,2,1,5,3,5,3,most (2),ability (1),"conscientious (1), dependable (1), diligence (1), reliable (1), responsibility (1)","compassion (1), learn (1), service (1)","confident (1), initiative (1), should (1), willing (1), willingness (1)","persistence (1), strong (1), top (1)"
resume_02_CS_HLHH.txt,2,Gregory Baker,White,Male,he/him,CS,high,low,high,high,1,resume_02_CS_HLHH.docx,,306,1,4,0,7,8,5,most (1),"ability (1), capable (1), gifted (1), talented (1)",,"contribute (1), honest (1), passion (1), service (1), share (1), team (2)","accomplishments (1), aptitude (1), capable (1), fluency (1), initiative (1), leadership (1), recognition (1), willingness (1)","intellectual (1), motivated (1), passion (1), strong (1), top (1)"
resume_02_CS_HLHL.txt,2,Gregory Baker,White,Male,he/him,CS,high,low,high,low,1,resume_02_CS_HLHL.docx,,303,1,3,5,4,7,5,best (1),"ability (1), analytical (1), capable (1)","conscientious (1), dependable (1), diligent (1), reliable (1), trust (1)","honest (1), kind (1), supportive (1), trust (1)","ambitious (1), aptitude (1), capable (1), leadership (1), recognition (1), self-directed (1), willingness (1)","intellectual (1), serious (1), strong (2), top (1)"
resume_02_CS_HLLH.txt,2,Gregory Baker,White,Male,he/him,CS,high,low,low,high,1,resume_02_CS_HLLH.docx,,305,1,1,0,5,5,4,most (1),talented (1),,"honest (1), passion (1), share (1), team (2)","accomplishments (1), fluency (1), initiative (1), leadership (1), willingness (1)","intellectual (1), passion (1), strong (1), top (1)"
resume_02_CS_HLLL.txt,2,Gregory Baker,White,Male,he/him,CS,high,low,low,low,1,resume_02_CS_HLLL.docx,,305,1,1,3,4,5,2,most (1),capable (1),"diligent (1), reliable (1), trust (1)","courteous (1), honest (1), share (1), trust (1)","aptitude (1), capable (1), leadership (1), should (1), willingness (1)","strong (1), top (1)"
resume_02_CS_LHHH.txt,2,Gregory Baker,White,Male,he/him,CS,low,high,high,high,1,resume_02_CS_LHHH.docx,,312,6,0,0,7,9,4,"best (2), exceptional (1), most (3)",,,"appreciate (1), enthusiasm (1), generous (1), personal (1), service (1), team (2)","accomplishment (1), ambitious (1), independent (1), initiative (2), rewards (1), self-motivated (1), should (1), willingness (1)","enthusiasm (1), independent (1), persistence (1), self-motivated (1)"
resume_02_CS_LHHL.txt,2,Gregory Baker,White,Male,he/him,CS,low,high,high,low,1,resume_02_CS_LHHL.docx,,309,3,0,2,3,7,3,"best (1), greatest (1), most (1)",,"hardworking (1), responsibility (1)","honestly (1), service (1), supportive (1)","competitive (1), earned (1), initiative (1), leadership (1), purpose (1), recognition (1), rewards (1)","competitive (1), hardworking (1), persistent (1)"
resume_02_CS_LHLH.txt,2,Gregory Baker,White,Male,he/him,CS,low,high,low,high,1,resume_02_CS_LHLH.docx,,308,2,2,1,7,4,2,most (2),"ability (1), capacity (1)",responsibility (1),"collaborate (1), honest (1), passion (1), service (1), sincerity (1), team (2)","accomplishment (1), initiative (1), struggles (1), willingness (1)","passion (1), persistence (1)"
resume_02_CS_LHLL.txt,2,Gregory Baker,White,Male,he/him,CS,low,high,low,low,1,resume_02_CS_LHLL.docx,,310,3,0,5,5,4,3,"exceptional (1), most (1), strongest (1)",,"dedication (1), organization (1), reliable (1), responsibility (1), trust (1)","helping (1), kind (1), service (1), supportive (1), trust (1)","completion (1), earning (1), initiative (1), willing (1)","contribution (1), dedication (1), persistence (1)"
resume_02_CS_LLHH.txt,2,Gregory Baker,White,Male,he/him,CS,low,low,high,high,1,resume_02_CS_LLHH.docx,,313,1,2,0,7,12,4,most (1),"ability (1), capable (1)",,"collaboration (1), enthusiasm (1), honest (1), passion (1), shared (1), team (2)","accomplishments (1), accurate (1), capable (1), completion (1), confident (1), independent (1), initiative (1), leadership (1), recognition (1), self-directed (1), self-motivated (1), should (1)","enthusiasm (1), independent (1), passion (1), self-motivated (1)"
resume_02_CS_LLHL.txt,2,Gregory Baker,White,Male,he/him,CS,low,low,high,low,1,resume_02_CS_LLHL.docx,,303,2,1,1,2,7,2,"mastery (1), most (1)",capable (1),dependable (1),honest (2),"ambitions (1), capability (1), capable (1), leadership (1), mastery (1), recognition (1), willingness (1)","mastery (1), persistence (1)"
resume_02_CS_LLLH.txt,2,Gregory Baker,White,Male,he/him,CS,low,low,low,high,1,resume_02_CS_LLLH.docx,,316,5,3,3,4,6,4,"best (2), exceptional (1), most (2)","ability (1), capable (1), talented (1)","careful (1), hardworking (1), organize (1)","enthusiasm (1), shared (1), team (2)","accomplishment (1), capable (1), earned (1), fluency (1), independent (1), initiative (1)","enthusiasm (1), hardworking (1), independent (1), motivated (1)"
resume_02_CS_LLLL.txt,2,Gregory Baker,White,Male,he/him,CS,low,low,low,low,1,resume_02_CS_LLLL.docx,,315,2,0,2,8,6,3,"best (1), exceptional (1)",,"reliable (1), trust (1)","enthusiasm (1), group (1), honest (1), kind (1), learn (1), share (1), supportive (1), trust (1)","earning (1), easy (1), reward (1), should (1), willing (1), willingness (1)","enthusiasm (1), persistence (1), top (1)"
resume_02_English_HHHH.txt,2,Gregory Baker,White,Male,he/him,English,high,high,high,high,1,resume_02_English_HHHH.docx,,311,1,3,1,3,8,4,most (1),"ability (1), bright (1), capable (1)",dedication (1),"enthusiasm (1), generosity (1), honest (1)","ambitious (1), capable (1), confident (1), initiative (1), leadership (1), recognition (1), self-published (1), should (1)","dedication (1), enthusiasm (1), serious (1), top (1)"
resume_02_English_HHHL.txt,2,Gregory Baker,White,Male,he/him,English,high,high,high,low,1,resume_02_English_HHHL.docx,,309,1,4,1,3,9,3,most (1),"ability (1), analytical (1), capable (1), creative (1)",conscientious (1),"honest (1), kind (1), service (1)","ambitious (1), capable (1), confident (1), initiative (1), leadership (2), recognition (1), risks (1), should (1)","intellectual (1), strong (1), top (1)"
resume_02_English_HHLH.txt,2,Gregory Baker,White,Male,he/him,English,high,high,low,high,1,resume_02_English_HHLH.docx,,315,1,5,4,7,9,4,strongest (1),"ability (2), capable (1), creative (2)","dedication (1), organized (1), reliable (1), trust (1)","generosity (1), group (1), honest (1), passion (1), service (1), team (1), trust (1)","accomplishments (1), capable (1), earnest (1), earning (1), fluency (1), initiative (1), leadership (2), self-published (1)","dedication (1), passion (1), publication (1), strong (1)"
resume_02_English_HHLL.txt,2,Gregory Baker,White,Male,he/him,English,high,high,low,low,1,resume_02_English_HHLL.docx,,310,1,1,6,8,5,2,most (1),creatively (1),"dependability (1), diligent (1), hardworking (1), organization (1), reliable (1), trust (1)","cooperative (1), honest (1), honestly (1), service (1), share (1), sincerity (1), supportive (1), trust (1)","capability (1), initiative (1), leadership (1), should (1), willingness (1)","hardworking (1), top (1)"
resume_02_English_HLHH.txt,2,Gregory Baker,White,Male,he/him,English,high,low,high,high,1,resume_02_English_HLHH.docx,,311,2,6,2,6,10,4,"best (1), most (1)","ability (1), analytical (1), capable (1), creative (2), talented (1)","diligent (1), trust (1)","honesty (1), loves (1), passion (1), share (1), team (1), trust (1)","ambition (1), capable (1), initiative (1), leadership (1), recognition (1), resolution (1), risks (1), self-published (1), thinking (1), willingness (1)","intellectual (1), passion (1), strong (1), top (1)"
resume_02_English_HLHL.txt,2,Gregory Baker,White,Male,he/him,English,high,low,high,low,1,resume_02_English_HLHL.docx,,314,2,3,4,4,6,4,"exceptional (1), most (1)","capable (1), competent (1), creative (1)","conscientious (1), dependable (1), diligent (1), responsibly (1)","honest (1), passionate (1), quiet (1), share (1)","ambitions (1), capable (1), competent (1), leadership (1), recognition (1), risk-taking (1)","intellectual (1), passionate (1), strong (1), top (1)"
resume_02_English_HLLH.txt,2,Gregory Baker,White,Male,he/him,English,high,low,low,high,1,resume_02_English_HLLH.docx,,312,1,2,2,8,7,4,most (1),creative (2),"dedicated (1), trust (1)","honesty (1), loves (1), passion (1), share (1), sincerity (1), supportive (1), team (1), trust (1)","accomplishments (1), accurate (1), ambition (2), recognition (1), self-published (1), willingness (1)","dedicated (1), passion (1), strong (2)"
resume_02_English_HLLL.txt,2,Gregory Baker,White,Male,he/him,English,high,low,low,low,1,resume_02_English_HLLL.docx,,295,1,3,6,4,6,4,most (1),"ability (1), capable (1), creative (1)","conscientious (1), diligence (1), hardworking (1), reliable (1), responsibility (1), trust (1)","honest (1), kind (1), supportive (1), trust (1)","aptitude (1), capable (1), earnest (1), leadership (1), should (1), willingness (1)","hardworking (1), motivated (1), strong (1), top (1)"
resume_02_English_LHHH.txt,2,Gregory Baker,White,Male,he/him,English,low,high,high,high,1,resume_02_English_LHHH.docx,,321,3,3,2,5,9,5,"greatest (1), most (2)","ability (1), creative (2)","dedication (1), organized (1)","generosity (1), group (1), honestly (1), passion (1), team (1)","accomplishments (1), competitive (1), fluency (1), initiative (1), leadership (1), purpose (1), self-published (1), struggles (1), willingness (1)","competitive (1), dedication (1), passion (1), publication (1), strong (1)"
resume_02_English_LHHL.txt,2,Gregory Baker,White,Male,he/him,English,low,high,high,low,1,resume_02_English_LHHL.docx,,307,2,1,3,8,5,2,"greatest (1), most (1)",analytical (1),"hardworking (1), responsibility (1), trust (1)","compassion (1), contribute (1), honest (1), love (1), service (2), share (1), trust (1)","earned (1), earnest (1), initiative (1), recognition (1), willing (1)","hardworking (1), strong (1)"
resume_02_English_LHLH.txt,2,Gregory Baker,White,Male,he/him,English,low,high,low,high,1,resume_02_English_LHLH.docx,,320,2,4,3,6,7,4,"exceptional (1), most (1)","analytical (1), creative (2), creatively (1)","dedicated (1), hardworking (1), organized (1)","contribute (1), generosity (1), honest (1), passion (1), service (1), team (1)","accomplishments (1), ambition (1), earnest (1), initiative (1), leadership (1), self-published (1), willingness (1)","dedicated (1), hardworking (1), passion (1), publication (1)"
resume_02_English_LHLL.txt,2,Gregory Baker,White,Male,he/him,English,low,high,low,low,1,resume_02_English_LHLL.docx,,310,2,2,4,3,7,1,"exceptional (1), most (1)","capable (1), creative (1)","dependability (1), diligently (1), organization (1), responsibility (1)","quiet (1), service (2)","capable (1), determination (1), earnest (1), initiative (2), risks (1), willingness (1)",persistence (1)
resume_02_English_LLHH.txt,2,Gregory Baker,White,Male,he/him,English,low,low,high,high,1,resume_02_English_LLHH.docx,,316,0,6,3,7,13,5,,"ability (1), analytical (1), capacity (1), creative (3)","disciplined (1), organization (1), trust (1)","collaborative (1), kind (1), love (1), passion (1), share (1), team (1), trust (1)","ambition (1), competitive (1), independent (1), initiative (1), leadership (2), mastering (1), rewards (1), self-publish (1), sharpened (1), should (1), think (1), willingness (1)","competitive (1), independent (1), passion (1), publication (1), strong (1)"
resume_02_English_LLHL.txt,2,Gregory Baker,White,Male,he/him,English,low,low,high,low,1,resume_02_English_LLHL.docx,,323,1,2,1,4,8,1,most (1),"analytical (1), capable (1)",dependable (1),"honest (2), quiet (1), share (1)","capable (1), earnest (1), earning (1), easy (1), thinker (1), willingness (3)",persist (1)
resume_02_English_LLLH.txt,2,Gregory Baker,White,Male,he/him,English,low,low,low,high,1,resume_02_English_LLLH.docx,,313,4,4,2,6,6,4,"most (2), standout (1), strongest (1)","ability (1), creative (3)","dedication (1), organization (1)","collaborating (1), enthusiasm (1), group (1), honesty (1), passion (1), team (1)","accomplishment (1), initiative (1), risks (1), self-published (1), should (1), willingness (1)","dedication (1), enthusiasm (1), passion (1), strong (1)"
resume_02_English_LLLL.txt,2,Gregory Baker,White,Male,he/him,English,low,low,low,low,1,resume_02_English_LLLL.docx,,309,1,2,0,2,5,0,best (1),"capable (1), capacity (1)",,"share (1), sincerity (1)","capable (1), earn (1), earnest (1), leadership (1), willingness (1)",
resume_03_CS_HHHH.txt,3,Riley Cooper,White,Nonbinary,they/them,CS,high,high,high,high,1,resume_03_CS_HHHH.docx,,317,1,4,2,5,5,6,best (1),"ability (1), bright (1), capable (1), gifted (1)","hardworking (1), responsibility (1)","collaborative (1), contribute (1), group (1), honest (1), team (1)","accomplishments (1), ambitious (1), capable (1), confident (1), independently (1)","hardworking (1), independently (1), intellectual (1), serious (1), strong (2)"
resume_03_CS_HHHL.txt,3,Riley Cooper,White,Nonbinary,they/them,CS,high,high,high,low,1,resume_03_CS_HHHL.docx,,313,1,1,1,5,9,3,most (1),capable (1),reliable (1),"honest (2), kind (1), service (1), supportive (1)","aptitude (1), capable (1), independent (1), initiative (1), leadership (2), self-directed (1), should (1), significant (1)","independent (1), strong (1), top (1)"
resume_03_CS_HHLH.txt,3,Riley Cooper,White,Nonbinary,they/them,CS,high,high,low,high,1,resume_03_CS_HHLH.docx,,311,0,2,0,7,11,2,,"ability (1), capable (1)",,"collaborate (1), generosity (1), honesty (1), passion (1), service (1), team (2)","accomplishments (1), accurate (1), capable (1), fluency (1), independent (1), initiative (2), practical (1), recognition (1), rewards (1), self-directed (1)","independent (1), passion (1)"
resume_03_CS_HHLL.txt,3,Riley Cooper,White,Nonbinary,they/them,CS,high,high,low,low,1,resume_03_CS_HHLL.docx,,311,2,1,4,5,8,5,most (2),ability (1),"conscientious (1), dedication (1), hardworking (1), trust (1)","honest (1), kind (2), service (1), trust (1)","confident (1), determination (1), established (1), initiative (1), leadership (2), should (1), significant (1)","dedication (1), hardworking (1), persistence (1), strong (1), top (1)"
