filename,name_id,student_name,racial_group,gender_identity,major,quant_level,volunteer_level,rigor_level,ec_level
resume_05_CS_LLHL.txt,5,Jamal Jackson,Black,Male,CS,low,low,high,low
resume_05_CS_LLLH.txt,5,Jamal Jackson,Black,Male,CS,low,low,low,high
resume_05_CS_LLLL.txt,5,Jamal Jackson,Black,Male,CS,low,low,low,low
resume_05_English_HHHH.txt,5,Jamal Jackson,Black,Male,English,high,high,high,high
resume_05_English_HHHL.txt,5,Jamal Jackson,Black,Male,English,high,high,high,low
resume_05_English_HHLH.txt,5,Jamal Jackson,Black,Male,English,high,high,low,high
resume_05_English_HHLL.txt,5,Jamal Jackson,Black,Male,English,high,high,low,low
resume_05_English_HLHH.txt,5,Jamal Jackson,Black,Male,English,high,low,high,high
resume_05_English_HLHL.txt,5,Jamal Jackson,Black,Male,English,high,low,high,low
resume_05_English_HLLH.txt,5,Jamal Jackson,Black,Male,English,high,low,low,high
resume_05_English_HLLL.txt,5,Jamal Jackson,Black,Male,English,high,low,low,low
resume_05_English_LHHH.txt,5,Jamal Jackson,Black,Male,English,low,high,high,high
resume_05_English_LHHL.txt,5,Jamal Jackson,Black,Male,English,low,high,high,low
resume_05_English_LHLH.txt,5,Jamal Jackson,Black,Male,English,low,high,low,high
resume_05_English_LHLL.txt,5,Jamal Jackson,Black,Male,English,low,high,low,low
resume_05_English_LLHH.txt,5,Jamal Jackson,Black,Male,English,low,low,high,high
resume_05_English_LLHL.txt,5,Jamal Jackson,Black,Male,English,low,low,high,low
resume_05_English_LLLH.txt,5,Jamal Jackson,Black,Male,English,low,low,low,high
resume_05_English_LLLL.txt,5,Jamal Jackson,Black,Male,English,low,low,low,low
resume_06_CS_HHHH.txt,6,Jaylen Brooks,Black,Nonbinary,CS,high,high,high,high
resume_06_CS_HHHL.txt,6,Jaylen Brooks,Black,Nonbinary,CS,high,high,high,low
resume_06_CS_HHLH.txt,6,Jaylen Brooks,Black,Nonbinary,CS,high,high,low,high
resume_06_CS_HHLL.txt,6,Jaylen Brooks,Black,Nonbinary,CS,high,high,low,low
resume_06_CS_HLHH.txt,6,Jaylen Brooks,Black,Nonbinary,CS,high,low,high,high
resume_06_CS_HLHL.txt,6,Jaylen Brooks,Black,Nonbinary,CS,high,low,high,low
resume_06_CS_HLLH.txt,6,Jaylen Brooks,Black,Nonbinary,CS,high,low,low,high
resume_06_CS_HLLL.txt,6,Jaylen Brooks,Black,Nonbinary,CS,high,low,low,low
resume_06_CS_LHHH.txt,6,Jaylen Brooks,Black,Nonbinary,CS,low,high,high,high
resume_06_CS_LHHL.txt,6,Jaylen Brooks,Black,Nonbinary,CS,low,high,high,low
resume_06_CS_LHLH.txt,6,Jaylen Brooks,Black,Nonbinary,CS,low,high,low,high
resume_06_CS_LHLL.txt,6,Jaylen Brooks,Black,Nonbinary,CS,low,high,low,low
resume_06_CS_LLHH.txt,6,Jaylen Brooks,Black,Nonbinary,CS,low,low,high,high
resume_06_CS_LLHL.txt,6,Jaylen Brooks,Black,Nonbinary,CS,low,low,high,low
resume_06_CS_LLLH.txt,6,Jaylen Brooks,Black,Nonbinary,CS,low,low,low,high
resume_06_CS_LLLL.txt,6,Jaylen Brooks,Black,Nonbinary,CS,low,low,low,low
resume_06_English_HHHH.txt,6,Jaylen Brooks,Black,Nonbinary,English,high,high,high,high
resume_06_English_HHHL.txt,6,Jaylen Brooks,Black,Nonbinary,English,high,high,high,low
resume_06_English_HHLH.txt,6,Jaylen Brooks,Black,Nonbinary,English,high,high,low,high
resume_06_English_HHLL.txt,6,Jaylen Brooks,Black,Nonbinary,English,high,high,low,low
resume_06_English_HLHH.txt,6,Jaylen Brooks,Black,Nonbinary,English,high,low,high,high
resume_06_English_HLHL.txt,6,Jaylen Brooks,Black,Nonbinary,English,high,low,high,low
resume_06_English_HLLH.txt,6,Jaylen Brooks,Black,Nonbinary,English,high,low,low,high
resume_06_English_HLLL.txt,6,Jaylen Brooks,Black,Nonbinary,English,high,low,low,low
resume_06_English_LHHH.txt,6,Jaylen Brooks,Black,Nonbinary,English,low,high,high,high
resume_06_English_LHHL.txt,6,Jaylen Brooks,Black,Nonbinary,English,low,high,high,low
resume_06_English_LHLH.txt,6,Jaylen Brooks,Black,Nonbinary,English,low,high,low,high
resume_06_English_LHLL.txt,6,Jaylen Brooks,Black,Nonbinary,English,low,high,low,low
resume_06_English_LLHH.txt,6,Jaylen Brooks,Black,Nonbinary,English,low,low,high,high
resume_06_English_LLHL.txt,6,Jaylen Brooks,Black,Nonbinary,English,low,low,high,low
resume_06_English_LLLH.txt,6,Jaylen Brooks,Black,Nonbinary,English,low,low,low,high
resume_06_English_LLLL.txt,6,Jaylen Brooks,Black,Nonbinary,English,low,low,low,low
resume_07_CS_HHHH.txt,7,Yuyan Chen,Asian,Female,CS,high,high,high,high
resume_07_CS_HHHL.txt,7,Yuyan Chen,Asian,Female,CS,high,high,high,low
resume_07_CS_HHLH.txt,7,Yuyan Chen,Asian,Female,CS,high,high,low,high
resume_07_CS_HHLL.txt,7,Yuyan Chen,Asian,Female,CS,high,high,low,low
resume_07_CS_HLHH.txt,7,Yuyan Chen,Asian,Female,CS,high,low,high,high
resume_07_CS_HLHL.txt,7,Yuyan Chen,Asian,Female,CS,high,low,high,low
resume_07_CS_HLLH.txt,7,Yuyan Chen,Asian,Female,CS,high,low,low,high
resume_07_CS_HLLL.txt,7,Yuyan Chen,Asian,Female,CS,high,low,low,low
resume_07_CS_LHHH.txt,7,Yuyan Chen,Asian,Female,CS,low,high,high,high
resume_07_CS_LHHL.txt,7,Yuyan Chen,Asian,Female,CS,low,high,high,low
resume_07_CS_LHLH.txt,7,Yuyan Chen,Asian,Female,CS,low,high,low,high
resume_07_CS_LHLL.txt,7,Yuyan Chen,Asian,Female,CS,low,high,low,low
resume_07_CS_LLHH.txt,7,Yuyan Chen,Asian,Female,CS,low,low,high,high
resume_07_CS_LLHL.txt,7,Yuyan Chen,Asian,Female,CS,low,low,high,low
resume_07_CS_LLLH.txt,7,Yuyan Chen,Asian,Female,CS,low,low,low,high
resume_07_CS_LLLL.txt,7,Yuyan Chen,Asian,Female,CS,low,low,low,low
resume_07_English_HHHH.txt,7,Yuyan Chen,Asian,Female,English,high,high,high,high
resume_07_English_HHHL.txt,7,Yuyan Chen,Asian,Female,English,high,high,high,low
resume_07_English_HHLH.txt,7,Yuyan Chen,Asian,Female,English,high,high,low,high
resume_07_English_HHLL.txt,7,Yuyan Chen,Asian,Female,English,high,high,low,low
resume_07_English_HLHH.txt,7,Yuyan Chen,Asian,Female,English,high,low,high,high
resume_07_English_HLHL.txt,7,Yuyan Chen,Asian,Female,English,high,low,high,low
resume_07_English_HLLH.txt,7,Yuyan Chen,Asian,Female,English,high,low,low,high
resume_07_English_HLLL.txt,7,Yuyan Chen,Asian,Female,English,high,low,low,low
resume_07_English_LHHH.txt,7,Yuyan Chen,Asian,Female,English,low,high,high,high
resume_07_English_LHHL.txt,7,Yuyan Chen,Asian,Female,English,low,high,high,low
resume_07_English_LHLH.txt,7,Yuyan Chen,Asian,Female,English,low,high,low,high
resume_07_English_LHLL.txt,7,Yuyan Chen,Asian,Female,English,low,high,low,low
resume_07_English_LLHH.txt,7,Yuyan Chen,Asian,Female,English,low,low,high,high
resume_07_English_LLHL.txt,7,Yuyan Chen,Asian,Female,English,low,low,high,low
resume_07_English_LLLH.txt,7,Yuyan Chen,Asian,Female,English,low,low,low,high
resume_07_English_LLLL.txt,7,Yuyan Chen,Asian,Female,English,low,low,low,low
resume_08_CS_HHHH.txt,8,Vihaan Singh,Asian,Male,CS,high,high,high,high
resume_08_CS_HHHL.txt,8,Vihaan Singh,Asian,Male,CS,high,high,high,low
resume_08_CS_HHLH.txt,8,Vihaan Singh,Asian,Male,CS,high,high,low,high
resume_08_CS_HHLL.txt,8,Vihaan Singh,Asian,Male,CS,high,high,low,low
resume_08_CS_HLHH.txt,8,Vihaan Singh,Asian,Male,CS,high,low,high,high
resume_08_CS_HLHL.txt,8,Vihaan Singh,Asian,Male,CS,high,low,high,low
resume_08_CS_HLLH.txt,8,Vihaan Singh,Asian,Male,CS,high,low,low,high
resume_08_CS_HLLL.txt,8,Vihaan Singh,Asian,Male,CS,high,low,low,low
resume_08_CS_LHHH.txt,8,Vihaan Singh,Asian,Male,CS,low,high,high,high
resume_08_CS_LHHL.txt,8,Vihaan Singh,Asian,Male,CS,low,high,high,low
resume_08_CS_LHLH.txt,8,Vihaan Singh,Asian,Male,CS,low,high,low,high
resume_08_CS_LHLL.txt,8,Vihaan Singh,Asian,Male,CS,low,high,low,low
resume_08_CS_LLHH.txt,8,Vihaan Singh,Asian,Male,CS,low,low,high,high
resume_08_CS_LLHL.txt,8,Vihaan Singh,Asian,Male,CS,low,low,high,low
resume_08_CS_LLLH.txt,8,Vihaan Singh,Asian,Male,CS,low,low,low,high
resume_08_CS_LLLL.txt,8,Vihaan Singh,Asian,Male,CS,low,low,low,low
resume_08_English_HHHH.txt,8,Vihaan Singh,Asian,Male,English,high,high,high,high
resume_08_English_HHHL.txt,8,Vihaan Singh,Asian,Male,English,high,high,high,low
resume_08_English_HHLH.txt,8,Vihaan Singh,Asian,Male,English,high,high,low,high
resume_08_English_HHLL.txt,8,Vihaan Singh,Asian,Male,English,high,high,low,low
resume_08_English_HLHH.txt,8,Vihaan Singh,Asian,Male,English,high,low,high,high
resume_08_English_HLHL.txt,8,Vihaan Singh,Asian,Male,English,high,low,high,low
resume_08_English_HLLH.txt,8,Vihaan Singh,Asian,Male,English,high,low,low,high
resume_08_English_HLLL.txt,8,Vihaan Singh,Asian,Male,English,high,low,low,low
resume_08_English_LHHH.txt,8,Vihaan Singh,Asian,Male,English,low,high,high,high
resume_08_English_LHHL.txt,8,Vihaan Singh,Asian,Male,English,low,high,high,low
resume_08_English_LHLH.txt,8,Vihaan Singh,Asian,Male,English,low,high,low,high
resume_08_English_LHLL.txt,8,Vihaan Singh,Asian,Male,English,low,high,low,low
resume_08_English_LLHH.txt,8,Vihaan Singh,Asian,Male,English,low,low,high,high
resume_08_English_LLHL.txt,8,Vihaan Singh,Asian,Male,English,low,low,high,low
resume_08_English_LLLH.txt,8,Vihaan Singh,Asian,Male,English,low,low,low,high
resume_08_English_LLLL.txt,8,Vihaan Singh,Asian,Male,English,low,low,low,low
resume_09_CS_HHHH.txt,9,Yuki Tanaka,Asian,Nonbinary,CS,high,high,high,high
resume_09_CS_HHHL.txt,9,Yuki Tanaka,Asian,Nonbinary,CS,high,high,high,low
resume_09_CS_HHLH.txt,9,Yuki Tanaka,Asian,Nonbinary,CS,high,high,low,high
resume_09_CS_HHLL.txt,9,Yuki Tanaka,Asian,Nonbinary,CS,high,high,low,low
resume_09_CS_HLHH.txt,9,Yuki Tanaka,Asian,Nonbinary,CS,high,low,high,high
resume_09_CS_HLHL.txt,9,Yuki Tanaka,Asian,Nonbinary,CS,high,low,high,low
resume_09_CS_HLLH.txt,9,Yuki Tanaka,Asian,Nonbinary,CS,high,low,low,high
resume_09_CS_HLLL.txt,9,Yuki Tanaka,Asian,Nonbinary,CS,high,low,low,low
resume_09_CS_LHHH.txt,9,Yuki Tanaka,Asian,Nonbinary,CS,low,high,high,high
resume_09_CS_LHHL.txt,9,Yuki Tanaka,Asian,Nonbinary,CS,low,high,high,low
resume_09_CS_LHLH.txt,9,Yuki Tanaka,Asian,Nonbinary,CS,low,high,low,high
resume_09_CS_LHLL.txt,9,Yuki Tanaka,Asian,Nonbinary,CS,low,high,low,low
resume_09_CS_LLHH.txt,9,Yuki Tanaka,Asian,Nonbinary,CS,low,low,high,high
resume_09_CS_LLHL.txt,9,Yuki Tanaka,Asian,Nonbinary,CS,low,low,high,low
resume_09_CS_LLLH.txt,9,Yuki Tanaka,Asian,Nonbinary,CS,low,low,low,high
resume_09_CS_LLLL.txt,9,Yuki Tanaka,Asian,Nonbinary,CS,low,low,low,low
resume_09_English_HHHH.txt,9,Yuki Tanaka,Asian,Nonbinary,English,high,high,high,high
resume_09_English_HHHL.txt,9,Yuki Tanaka,Asian,Nonbinary,English,high,high,high,low
resume_09_English_HHLH.txt,9,Yuki Tanaka,Asian,Nonbinary,English,high,high,low,high
resume_09_English_HHLL.txt,9,Yuki Tanaka,Asian,Nonbinary,English,high,high,low,low
resume_09_English_HLHH.txt,9,Yuki Tanaka,Asian,Nonbinary,English,high,low,high,high
resume_09_English_HLHL.txt,9,Yuki Tanaka,Asian,Nonbinary,English,high,low,high,low
resume_09_English_HLLH.txt,9,Yuki Tanaka,Asian,Nonbinary,English,high,low,low,high
resume_09_English_HLLL.txt,9,Yuki Tanaka,Asian,Nonbinary,English,high,low,low,low
resume_09_English_LHHH.txt,9,Yuki Tanaka,Asian,Nonbinary,English,low,high,high,high
resume_09_English_LHHL.txt,9,Yuki Tanaka,Asian,Nonbinary,English,low,high,high,low
resume_09_English_LHLH.txt,9,Yuki Tanaka,Asian,Nonbinary,English,low,high,low,high
resume_09_English_LHLL.txt,9,Yuki Tanaka,Asian,Nonbinary,English,low,high,low,low
resume_09_English_LLHH.txt,9,Yuki Tanaka,Asian,Nonbinary,English,low,low,high,high
resume_09_English_LLHL.txt,9,Yuki Tanaka,Asian,Nonbinary,English,low,low,high,low
resume_09_English_LLLH.txt,9,Yuki Tanaka,Asian,Nonbinary,English,low,low,low,high
resume_09_English_LLLL.txt,9,Yuki Tanaka,Asian,Nonbinary,English,low,low,low,low
resume_10_CS_HHHH.txt,10,Malia Kahale,Hawaiian/Pacific Islander,Female,CS,high,high,high,high
resume_10_CS_HHHL.txt,10,Malia Kahale,Hawaiian/Pacific Islander,Female,CS,high,high,high,low
resume_10_CS_HHLH.txt,10,Malia Kahale,Hawaiian/Pacific Islander,Female,CS,high,high,low,high
resume_10_CS_HHLL.txt,10,Malia Kahale,Hawaiian/Pacific Islander,Female,CS,high,high,low,low
resume_10_CS_HLHH.txt,10,Malia Kahale,Hawaiian/Pacific Islander,Female,CS,high,low,high,high
resume_10_CS_HLHL.txt,10,Malia Kahale,Hawaiian/Pacific Islander,Female,CS,high,low,high,low
resume_10_CS_HLLH.txt,10,Malia Kahale,Hawaiian/Pacific Islander,Female,CS,high,low,low,high
resume_10_CS_HLLL.txt,10,Malia Kahale,Hawaiian/Pacific Islander,Female,CS,high,low,low,low
resume_10_CS_LHHH.txt,10,Malia Kahale,Hawaiian/Pacific Islander,Female,CS,low,high,high,high
resume_10_CS_LHHL.txt,10,Malia Kahale,Hawaiian/Pacific Islander,Female,CS,low,high,high,low
resume_10_CS_LHLH.txt,10,Malia Kahale,Hawaiian/Pacific Islander,Female,CS,low,high,low,high
resume_10_CS_LHLL.txt,10,Malia Kahale,Hawaiian/Pacific Islander,Female,CS,low,high,low,low
resume_10_CS_LLHH.txt,10,Malia Kahale,Hawaiian/Pacific Islander,Female,CS,low,low,high,high
resume_10_CS_LLHL.txt,10,Malia Kahale,Hawaiian/Pacific Islander,Female,CS,low,low,high,low
resume_10_CS_LLLH.txt,10,Malia Kahale,Hawaiian/Pacific Islander,Female,CS,low,low,low,high
resume_10_CS_LLLL.txt,10,Malia Kahale,Hawaiian/Pacific Islander,Female,CS,low,low,low,low
resume_10_English_HHHH.txt,10,Malia Kahale,Hawaiian/Pacific Islander,Female,English,high,high,high,high
resume_10_English_HHHL.txt,10,Malia Kahale,Hawaiian/Pacific Islander,Female,English,high,high,high,low
resume_10_English_HHLH.txt,10,Malia Kahale,Hawaiian/Pacific Islander,Female,English,high,high,low,high
resume_10_English_HHLL.txt,10,Malia Kahale,Hawaiian/Pacific Islander,Female,English,high,high,low,low
resume_10_English_HLHH.txt,10,Malia Kahale,Hawaiian/Pacific Islander,Female,English,high,low,high,high
